Year,Month,Day,Initial Price per ton,Retail Price per ton,Arrival Qty,Days,,,,,,,,,,,,,,,,,,,,,
2018,5,18,2000,4000,305,503,,,,,,,,,,,,,,,,,,,,,
2018,5,19,2000,3200,348,504,,,,,,,,,,,,,,,,,,,,,
2018,5,20,,,,505,,,,,,,,,,,,,,,,,,,,,
2018,5,21,2000,3500,359,506,,,,,,,,,,,,,,,,,,,,,
2018,5,22,2000,3500,225,507,,,,,,,,,,,,,,,,,,,,,
2018,5,23,2000,3500,226,508,,,,,,,,,,,,,,,,,,,,,
2018,5,24,2000,3500,219,509,,,,,,,,,,,,,,,,,,,,,
2018,5,25,2000,3500,264,510,,,,,,,,,,,,,,,,,,,,,
2018,5,26,2000,3500,174,511,,,,,,,,,,,,,,,,,,,,,
2018,5,27,,,,512,,,,,,,,,,,,,,,,,,,,,
2018,5,28,2000,3500,205,513,,,,,,,,,,,,,,,,,,,,,
2018,5,29,2000,3500,213,514,,,,,,,,,,,,,,,,,,,,,
2018,5,30,2000,3500,231,515,,,,,,,,,,,,,,,,,,,,,
2018,5,31,2100,3500,291,516,,,,,,,,,,,,,,,,,,,,,
2018,6,1,2200,4000,131,517,,,,,,,,,,,,,,,,,,,,,
2018,6,2,2200,4000,125,518,,,,,,,,,,,,,,,,,,,,,
2018,6,3,,,,519,,,,,,,,,,,,,,,,,,,,,
2018,6,4,1800,3800,160,520,,,,,,,,,,,,,,,,,,,,,
2018,6,5,2000,3500,386,521,,,,,,,,,,,,,,,,,,,,,
2018,6,6,2000,3500,389,522,,,,,,,,,,,,,,,,,,,,,
2018,6,7,2000,3500,248,523,,,,,,,,,,,,,,,,,,,,,
2018,6,8,2000,3600,338,524,,,,,,,,,,,,,,,,,,,,,
2018,6,9,,,,525,,,,,,,,,,,,,,,,,,,,,
2018,6,10,,,,526,,,,,,,,,,,,,,,,,,,,,
2018,6,11,1900,3500,198,527,,,,,,,,,,,,,,,,,,,,,
2018,6,12,2000,3500,279,528,,,,,,,,,,,,,,,,,,,,,
2018,6,13,2000,3500,254,529,,,,,,,,,,,,,,,,,,,,,
2018,6,14,2000,3500,250,530,,,,,,,,,,,,,,,,,,,,,
2018,6,15,2000,3500,326,531,,,,,,,,,,,,,,,,,,,,,
2018,6,16,,,,532,,,,,,,,,,,,,,,,,,,,,
2018,6,17,,,,533,,,,,,,,,,,,,,,,,,,,,
2018,6,18,2000,3500,322,534,,,,,,,,,,,,,,,,,,,,,
2018,6,19,2000,3500,333,535,,,,,,,,,,,,,,,,,,,,,
2018,6,20,2300,3500,346,536,,,,,,,,,,,,,,,,,,,,,
2018,6,21,2000,3500,267,537,,,,,,,,,,,,,,,,,,,,,
2018,6,22,1900,3500,295,538,,,,,,,,,,,,,,,,,,,,,
2018,6,23,2000,3500,234,539,,,,,,,,,,,,,,,,,,,,,
2018,6,24,,,,540,,,,,,,,,,,,,,,,,,,,,
2018,6,25,2050,3500,189,541,,,,,,,,,,,,,,,,,,,,,
2018,6,26,2050,3500,291,542,,,,,,,,,,,,,,,,,,,,,
2018,6,27,1900,3500,231,543,,,,,,,,,,,,,,,,,,,,,
2018,6,28,2000,3500,388,544,,,,,,,,,,,,,,,,,,,,,
2018,6,29,2000,3500,233,545,,,,,,,,,,,,,,,,,,,,,
2018,6,30,1900,3500,345,546,,,,,,,,,,,,,,,,,,,,,
2018,7,1,,,,547,,,,,,,,,,,,,,,,,,,,,
2018,7,2,2000,3000,364,548,,,,,,,,,,,,,,,,,,,,,
2018,7,3,2000,3000,286,549,,,,,,,,,,,,,,,,,,,,,
2018,7,4,2000,3000,255,550,,,,,,,,,,,,,,,,,,,,,
2018,7,5,2000,3000,268,551,,,,,,,,,,,,,,,,,,,,,
2018,7,6,2000,3000,219,552,,,,,,,,,,,,,,,,,,,,,
2018,7,7,2000,3000,177,553,,,,,,,,,,,,,,,,,,,,,
2018,7,8,,,,554,,,,,,,,,,,,,,,,,,,,,
2018,7,9,2100,3200,291,555,,,,,,,,,,,,,,,,,,,,,
2018,7,10,1800,3000,406,556,,,,,,,,,,,,,,,,,,,,,
2018,7,11,1900,3000,292,557,,,,,,,,,,,,,,,,,,,,,
2018,7,12,2000,3100,304,558,,,,,,,,,,,,,,,,,,,,,
2018,7,13,2100,3000,229,559,,,,,,,,,,,,,,,,,,,,,
2018,7,14,2000,3000,213,560,,,,,,,,,,,,,,,,,,,,,
2018,7,15,,,,561,,,,,,,,,,,,,,,,,,,,,
2018,7,16,2100,3000,530,562,,,,,,,,,,,,,,,,,,,,,
2018,7,17,2100,3100,411,563,,,,,,,,,,,,,,,,,,,,,
2018,7,18,2100,3100,323,564,,,,,,,,,,,,,,,,,,,,,
2018,7,19,2000,3000,345,565,,,,,,,,,,,,,,,,,,,,,
2018,7,20,2100,3000,336,566,,,,,,,,,,,,,,,,,,,,,
2018,7,21,2000,3000,310,567,,,,,,,,,,,,,,,,,,,,,
2018,7,22,,,,568,,,,,,,,,,,,,,,,,,,,,
2018,7,23,2200,3000,130,569,,,,,,,,,,,,,,,,,,,,,
2018,7,24,2400,3000,210,570,,,,,,,,,,,,,,,,,,,,,
2018,7,25,2600,3500,319,571,,,,,,,,,,,,,,,,,,,,,
2018,7,26,2200,3600,218,572,,,,,,,,,,,,,,,,,,,,,
2018,7,27,2100,3600,355,573,,,,,,,,,,,,,,,,,,,,,
2018,7,28,2000,3400,343,574,,,,,,,,,,,,,,,,,,,,,
2018,7,29,,,,575,,,,,,,,,,,,,,,,,,,,,
2018,7,30,1900,3200,423,576,,,,,,,,,,,,,,,,,,,,,
2018,7,31,2100,3000,290,577,,,,,,,,,,,,,,,,,,,,,
2018,8,1,2100,3000,142,578,,,,,,,,,,,,,,,,,,,,,
2018,8,2,2200,3000,227,579,,,,,,,,,,,,,,,,,,,,,
2018,8,3,2300,3000,345,580,,,,,,,,,,,,,,,,,,,,,
2018,8,4,2100,3000,315,581,,,,,,,,,,,,,,,,,,,,,
2018,8,5,,,,582,,,,,,,,,,,,,,,,,,,,,
2018,8,6,2000,3200,258,583,,,,,,,,,,,,,,,,,,,,,
2018,8,7,1900,3200,95,584,,,,,,,,,,,,,,,,,,,,,
2018,8,8,2000,3000,177,585,,,,,,,,,,,,,,,,,,,,,
2018,8,9,2000,3200,222,586,,,,,,,,,,,,,,,,,,,,,
2018,8,10,2000,3200,238,587,,,,,,,,,,,,,,,,,,,,,
2018,8,11,2100,3200,244,588,,,,,,,,,,,,,,,,,,,,,
2018,8,12,,,,589,,,,,,,,,,,,,,,,,,,,,
2018,8,13,2050,3200,302,590,,,,,,,,,,,,,,,,,,,,,
2018,8,14,2000,3200,243,591,,,,,,,,,,,,,,,,,,,,,
2018,8,15,,,,592,,,,,,,,,,,,,,,,,,,,,
2018,8,16,2100,3200,339,593,,,,,,,,,,,,,,,,,,,,,
2018,8,17,2200,3300,208,594,,,,,,,,,,,,,,,,,,,,,
2018,8,18,2100,3200,232,595,,,,,,,,,,,,,,,,,,,,,
2018,8,19,,,,596,,,,,,,,,,,,,,,,,,,,,
2018,8,20,2000,3200,362,597,,,,,,,,,,,,,,,,,,,,,
2018,8,21,1900,3000,450,598,,,,,,,,,,,,,,,,,,,,,
2018,8,22,,,,599,,,,,,,,,,,,,,,,,,,,,
2018,8,23,2000,3000,260,600,,,,,,,,,,,,,,,,,,,,,
2018,8,24,2000,3000,218,601,,,,,,,,,,,,,,,,,,,,,
2018,8,25,1900,3000,223,602,,,,,,,,,,,,,,,,,,,,,
2018,8,26,,,,603,,,,,,,,,,,,,,,,,,,,,
2018,8,27,2000,3000,241,604,,,,,,,,,,,,,,,,,,,,,
2018,8,28,2000,3000,313,605,,,,,,,,,,,,,,,,,,,,,
2018,8,29,1900,3000,275,606,,,,,,,,,,,,,,,,,,,,,
2018,8,30,2000,3000,260,607,,,,,,,,,,,,,,,,,,,,,
2018,8,31,1900,3000,245,608,,,,,,,,,,,,,,,,,,,,,
2018,9,1,,,,609,,,,,,,,,,,,,,,,,,,,,
2018,9,2,,,,610,,,,,,,,,,,,,,,,,,,,,
2018,9,3,2100,3000,211,611,,,,,,,,,,,,,,,,,,,,,
2018,9,4,2200,3000,306,612,,,,,,,,,,,,,,,,,,,,,
2018,9,5,1900,3200,270,613,,,,,,,,,,,,,,,,,,,,,
2018,9,6,2100,3000,264,614,,,,,,,,,,,,,,,,,,,,,
2018,9,7,2000,2800,156,615,,,,,,,,,,,,,,,,,,,,,
2018,9,8,,,,616,,,,,,,,,,,,,,,,,,,,,
2018,9,9,2300,3000,336,617,,,,,,,,,,,,,,,,,,,,,
2018,9,10,2200,3000,378,618,,,,,,,,,,,,,,,,,,,,,
2018,9,11,2200,3000,225,619,,,,,,,,,,,,,,,,,,,,,
2018,9,12,2300,3000,273,620,,,,,,,,,,,,,,,,,,,,,
2018,9,13,2100,3200,325,621,,,,,,,,,,,,,,,,,,,,,
2018,9,14,2000,3000,412,622,,,,,,,,,,,,,,,,,,,,,
2018,9,15,,,,623,,,,,,,,,,,,,,,,,,,,,
2018,9,16,1800,3000,303,624,,,,,,,,,,,,,,,,,,,,,
2018,9,17,2000,3000,216,625,,,,,,,,,,,,,,,,,,,,,
2018,9,18,2000,3000,201,626,,,,,,,,,,,,,,,,,,,,,
2018,9,19,1900,3000,195,627,,,,,,,,,,,,,,,,,,,,,
2018,9,20,,,,628,,,,,,,,,,,,,,,,,,,,,
2018,9,21,2100,3000,269,629,,,,,,,,,,,,,,,,,,,,,
2018,9,22,,,,630,,,,,,,,,,,,,,,,,,,,,
2018,9,23,2000,3000,210,631,,,,,,,,,,,,,,,,,,,,,
2018,9,24,2100,3000,309,632,,,,,,,,,,,,,,,,,,,,,
2018,9,25,2300,3000,326,633,,,,,,,,,,,,,,,,,,,,,
2018,9,26,2000,3200,375,634,,,,,,,,,,,,,,,,,,,,,
2018,9,27,2000,3000,208,635,,,,,,,,,,,,,,,,,,,,,
2018,9,28,2100,3000,166,636,,,,,,,,,,,,,,,,,,,,,
2018,9,29,,,,637,,,,,,,,,,,,,,,,,,,,,
2018,9,30,,,,638,,,,,,,,,,,,,,,,,,,,,
2018,10,1,2000,3000,276,639,,,,,,,,,,,,,,,,,,,,,
2018,10,2,,,,640,,,,,,,,,,,,,,,,,,,,,
2018,10,3,2150,3000,235,641,,,,,,,,,,,,,,,,,,,,,
2018,10,4,2100,3000,310,642,,,,,,,,,,,,,,,,,,,,,
2018,10,5,2000,2800,154,643,,,,,,,,,,,,,,,,,,,,,
2018,10,6,2150,3000,370,644,,,,,,,,,,,,,,,,,,,,,
2018,10,7,,,,645,,,,,,,,,,,,,,,,,,,,,
2018,10,8,2100,3000,311,646,,,,,,,,,,,,,,,,,,,,,
2018,10,9,2200,3000,423,647,,,,,,,,,,,,,,,,,,,,,
2018,10,10,2000,3000,342,648,,,,,,,,,,,,,,,,,,,,,
2018,10,11,2000,3000,439,649,,,,,,,,,,,,,,,,,,,,,
2018,10,12,1900,3000,295,650,,,,,,,,,,,,,,,,,,,,,
2018,10,13,2000,3000,185,651,,,,,,,,,,,,,,,,,,,,,
2018,10,14,,,,652,,,,,,,,,,,,,,,,,,,,,
2018,10,15,2100,2800,341,653,,,,,,,,,,,,,,,,,,,,,
2018,10,16,2000,2800,250,654,,,,,,,,,,,,,,,,,,,,,
2018,10,17,2100,3000,165,655,,,,,,,,,,,,,,,,,,,,,
2018,10,18,2100,3200,102,656,,,,,,,,,,,,,,,,,,,,,
2018,10,19,,,,657,,,,,,,,,,,,,,,,,,,,,
2018,10,20,1800,3200,153,658,,,,,,,,,,,,,,,,,,,,,
2018,10,21,,,,659,,,,,,,,,,,,,,,,,,,,,
2018,10,22,2000,3000,267,660,,,,,,,,,,,,,,,,,,,,,
2018,10,23,2100,3000,273,661,,,,,,,,,,,,,,,,,,,,,
2018,10,24,2000,3000,281,662,,,,,,,,,,,,,,,,,,,,,
2018,10,25,2100,3100,353,663,,,,,,,,,,,,,,,,,,,,,
2018,10,26,2000,3200,280,664,,,,,,,,,,,,,,,,,,,,,
2018,10,27,2100,3200,263,665,,,,,,,,,,,,,,,,,,,,,
2018,10,28,,,,666,,,,,,,,,,,,,,,,,,,,,
2018,10,29,2000,3200,236,667,,,,,,,,,,,,,,,,,,,,,
2018,10,30,2100,3000,265,668,,,,,,,,,,,,,,,,,,,,,
2018,10,31,2150,3000,305,669,,,,,,,,,,,,,,,,,,,,,
2018,11,1,2100,3000,210,670,,,,,,,,,,,,,,,,,,,,,
2018,11,2,2000,3000,204,671,,,,,,,,,,,,,,,,,,,,,
2018,11,3,2100,3000,304,672,,,,,,,,,,,,,,,,,,,,,
2018,11,4,,,,673,,,,,,,,,,,,,,,,,,,,,
2018,11,5,2000,3000,271,674,,,,,,,,,,,,,,,,,,,,,
2018,11,6,2100,2800,337,675,,,,,,,,,,,,,,,,,,,,,
2018,11,7,,,,676,,,,,,,,,,,,,,,,,,,,,
2018,11,8,2000,3000,287,677,,,,,,,,,,,,,,,,,,,,,
2018,11,9,2100,2900,131,678,,,,,,,,,,,,,,,,,,,,,
2018,11,10,,,,679,,,,,,,,,,,,,,,,,,,,,
2018,11,11,,,,680,,,,,,,,,,,,,,,,,,,,,
2018,11,12,2100,3000,281,681,,,,,,,,,,,,,,,,,,,,,
2018,11,13,2000,2800,231,682,,,,,,,,,,,,,,,,,,,,,
2018,11,14,2100,3000,172,683,,,,,,,,,,,,,,,,,,,,,
2018,11,15,2200,3000,283,684,,,,,,,,,,,,,,,,,,,,,
2018,11,16,1800,3000,271,685,,,,,,,,,,,,,,,,,,,,,
2018,11,17,2000,2800,450,686,,,,,,,,,,,,,,,,,,,,,
2018,11,18,,,,687,,,,,,,,,,,,,,,,,,,,,
2018,11,19,2100,2800,167,688,,,,,,,,,,,,,,,,,,,,,
2018,11,20,2100,2800,481,689,,,,,,,,,,,,,,,,,,,,,
2018,11,21,,,,690,,,,,,,,,,,,,,,,,,,,,
2018,11,22,2000,2800,335,691,,,,,,,,,,,,,,,,,,,,,
2018,11,23,,,,692,,,,,,,,,,,,,,,,,,,,,
2018,11,24,2000,2800,222,693,,,,,,,,,,,,,,,,,,,,,
2018,11,25,,,,694,,,,,,,,,,,,,,,,,,,,,
2018,11,26,2000,2700,206,695,,,,,,,,,,,,,,,,,,,,,
2018,11,27,2000,2800,252,696,,,,,,,,,,,,,,,,,,,,,
2018,11,28,2000,2800,243,697,,,,,,,,,,,,,,,,,,,,,
2018,11,29,1900,3000,382,698,,,,,,,,,,,,,,,,,,,,,
2018,11,30,2000,3000,371,699,,,,,,,,,,,,,,,,,,,,,
2018,12,1,1600,2800,266,700,,,,,,,,,,,,,,,,,,,,,
2018,12,2,,,,701,,,,,,,,,,,,,,,,,,,,,
2018,12,3,,,,702,,,,,,,,,,,,,,,,,,,,,
2018,12,4,,,,703,,,,,,,,,,,,,,,,,,,,,
2018,12,5,,,,704,,,,,,,,,,,,,,,,,,,,,
2018,12,6,,,,705,,,,,,,,,,,,,,,,,,,,,
2018,12,7,,,,706,,,,,,,,,,,,,,,,,,,,,
2018,12,8,,,,707,,,,,,,,,,,,,,,,,,,,,
2018,12,9,,,,708,,,,,,,,,,,,,,,,,,,,,
2018,12,10,,,,709,,,,,,,,,,,,,,,,,,,,,
2018,12,11,,,,710,,,,,,,,,,,,,,,,,,,,,
2018,12,12,,,,711,,,,,,,,,,,,,,,,,,,,,
2018,12,13,,,,712,,,,,,,,,,,,,,,,,,,,,
2018,12,14,,,,713,,,,,,,,,,,,,,,,,,,,,
2018,12,15,1500,2600,292,714,,,,,,,,,,,,,,,,,,,,,
2018,12,16,,,,715,,,,,,,,,,,,,,,,,,,,,
2018,12,17,,,,716,,,,,,,,,,,,,,,,,,,,,
2018,12,18,1500,2500,164,717,,,,,,,,,,,,,,,,,,,,,
2018,12,19,1600,2500,391,718,,,,,,,,,,,,,,,,,,,,,
2018,12,20,1700,2500,74,719,,,,,,,,,,,,,,,,,,,,,
2018,12,21,1500,2600,322,720,,,,,,,,,,,,,,,,,,,,,
2018,12,22,1500,2500,251,721,,,,,,,,,,,,,,,,,,,,,
2018,12,23,,,,722,,,,,,,,,,,,,,,,,,,,,
2018,12,24,1650,2600,380,723,,,,,,,,,,,,,,,,,,,,,
2018,12,25,,,,724,,,,,,,,,,,,,,,,,,,,,
2018,12,26,1400,2500,276,725,,,,,,,,,,,,,,,,,,,,,
2018,12,27,1500,2500,371,726,,,,,,,,,,,,,,,,,,,,,
2018,12,28,1300,2500,554,727,,,,,,,,,,,,,,,,,,,,,
2018,12,29,1300,2500,335,728,,,,,,,,,,,,,,,,,,,,,
2018,12,30,,,,729,,,,,,,,,,,,,,,,,,,,,
2018,12,31,1300,2500,285,730,,,,,,,,,,,,,,,,,,,,,
2019,1,1,1300,2500,272,731,,,,,,,,,,,,,,,,,,,,,
2019,1,2,1200,3000,161,732,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1300,3000,111,733,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1200,3000,276,734,,,,,,,,,,,,,,,,,,,,,
2019,1,5,1400,3000,212,735,,,,,,,,,,,,,,,,,,,,,
2019,1,6,,,,736,,,,,,,,,,,,,,,,,,,,,
2019,1,7,1300,3000,614,737,,,,,,,,,,,,,,,,,,,,,
2019,1,8,1200,3000,363,738,,,,,,,,,,,,,,,,,,,,,
2019,1,9,1000,2000,476,739,,,,,,,,,,,,,,,,,,,,,
2019,1,10,1200,2500,332,740,,,,,,,,,,,,,,,,,,,,,
2019,1,11,1200,2500,293,741,,,,,,,,,,,,,,,,,,,,,
2019,1,12,1200,2500,370,742,,,,,,,,,,,,,,,,,,,,,
2019,1,13,,,,743,,,,,,,,,,,,,,,,,,,,,
2019,1,14,1200,2500,234,744,,,,,,,,,,,,,,,,,,,,,
2019,1,15,1200,2500,89,745,,,,,,,,,,,,,,,,,,,,,
2019,1,16,1300,2600,98,746,,,,,,,,,,,,,,,,,,,,,
2019,1,17,1200,2600,270,747,,,,,,,,,,,,,,,,,,,,,
2019,1,18,1100,2600,217,748,,,,,,,,,,,,,,,,,,,,,
2019,1,19,1300,2500,237,749,,,,,,,,,,,,,,,,,,,,,
2019,1,20,,,,750,,,,,,,,,,,,,,,,,,,,,
2019,1,21,1400,2400,250,751,,,,,,,,,,,,,,,,,,,,,
2019,1,22,1200,2400,307,752,,,,,,,,,,,,,,,,,,,,,
2019,1,23,1000,2500,239,753,,,,,,,,,,,,,,,,,,,,,
2019,1,24,1200,2600,279,754,,,,,,,,,,,,,,,,,,,,,
2019,1,25,1300,2600,316,755,,,,,,,,,,,,,,,,,,,,,
2019,1,26,,,,756,,,,,,,,,,,,,,,,,,,,,
2019,1,27,,,,757,,,,,,,,,,,,,,,,,,,,,
2019,1,28,1000,2500,176,758,,,,,,,,,,,,,,,,,,,,,
2019,1,29,1500,2600,333,759,,,,,,,,,,,,,,,,,,,,,
2019,1,30,1550,2500,286,760,,,,,,,,,,,,,,,,,,,,,
2019,1,31,1100,2500,286,761,,,,,,,,,,,,,,,,,,,,,
2019,2,1,1200,2600,344,762,,,,,,,,,,,,,,,,,,,,,
2019,2,2,1400,2600,234,763,,,,,,,,,,,,,,,,,,,,,
2019,2,3,,,,764,,,,,,,,,,,,,,,,,,,,,
2019,2,4,1500,2600,334,765,,,,,,,,,,,,,,,,,,,,,
2019,2,5,1600,2500,308,766,,,,,,,,,,,,,,,,,,,,,
2019,2,6,1400,2600,399,767,,,,,,,,,,,,,,,,,,,,,
2019,2,7,1500,2500,263,768,,,,,,,,,,,,,,,,,,,,,
2019,2,8,1300,2500,327,769,,,,,,,,,,,,,,,,,,,,,
2019,2,9,1400,2600,251,770,,,,,,,,,,,,,,,,,,,,,
2019,2,10,,,,771,,,,,,,,,,,,,,,,,,,,,
2019,2,11,1400,2500,230,772,,,,,,,,,,,,,,,,,,,,,
2019,2,12,1450,2500,306,773,,,,,,,,,,,,,,,,,,,,,
2019,2,13,1300,2200,253,774,,,,,,,,,,,,,,,,,,,,,
2019,2,14,1200,2200,288,775,,,,,,,,,,,,,,,,,,,,,
2019,2,15,1100,2200,196,776,,,,,,,,,,,,,,,,,,,,,
2019,2,16,1000,2200,144,777,,,,,,,,,,,,,,,,,,,,,
2019,2,17,,,,778,,,,,,,,,,,,,,,,,,,,,
2019,2,18,1200,2300,259,779,,,,,,,,,,,,,,,,,,,,,
2019,2,19,1100,2300,250,780,,,,,,,,,,,,,,,,,,,,,
2019,2,20,1200,2300,227,781,,,,,,,,,,,,,,,,,,,,,
2019,2,21,1350,2200,145,782,,,,,,,,,,,,,,,,,,,,,
2019,2,22,1000,2200,286,783,,,,,,,,,,,,,,,,,,,,,
2019,2,23,1100,2200,150,784,,,,,,,,,,,,,,,,,,,,,
2019,2,24,,,,785,,,,,,,,,,,,,,,,,,,,,
2019,2,25,1000,2200,155,786,,,,,,,,,,,,,,,,,,,,,
2019,2,26,900,2100,150,787,,,,,,,,,,,,,,,,,,,,,
2019,2,27,1000,2200,103,788,,,,,,,,,,,,,,,,,,,,,
2019,2,28,1000,2500,150,789,,,,,,,,,,,,,,,,,,,,,
2019,3,1,1200,2000,250,790,,,,,,,,,,,,,,,,,,,,,
2019,3,2,1100,2000,87,791,,,,,,,,,,,,,,,,,,,,,
2019,3,3,,,,792,,,,,,,,,,,,,,,,,,,,,
2019,3,4,,,,793,,,,,,,,,,,,,,,,,,,,,
2019,3,5,1000,2000,118,794,,,,,,,,,,,,,,,,,,,,,
2019,3,6,1100,2000,68,795,,,,,,,,,,,,,,,,,,,,,
2019,3,7,900,2000,150,796,,,,,,,,,,,,,,,,,,,,,
2019,3,8,1000,2000,100,797,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1100,2000,84,798,,,,,,,,,,,,,,,,,,,,,
2019,3,10,,,,799,,,,,,,,,,,,,,,,,,,,,
2019,3,11,900,2000,100,800,,,,,,,,,,,,,,,,,,,,,
2019,3,12,900,2000,30,801,,,,,,,,,,,,,,,,,,,,,
2019,3,13,1000,2000,48,802,,,,,,,,,,,,,,,,,,,,,
2019,3,14,800,2000,77,803,,,,,,,,,,,,,,,,,,,,,
2019,3,15,750,2000,100,804,,,,,,,,,,,,,,,,,,,,,
2019,3,16,800,2000,101,805,,,,,,,,,,,,,,,,,,,,,
2019,3,17,,,,806,,,,,,,,,,,,,,,,,,,,,
2019,3,18,700,1900,25,807,,,,,,,,,,,,,,,,,,,,,
2019,3,19,750,1900,37,808,,,,,,,,,,,,,,,,,,,,,
2019,3,20,700,1900,82,809,,,,,,,,,,,,,,,,,,,,,
2019,3,21,,,,810,,,,,,,,,,,,,,,,,,,,,
2019,3,22,750,2000,53,811,,,,,,,,,,,,,,,,,,,,,
2019,3,23,700,2000,16,812,,,,,,,,,,,,,,,,,,,,,
2019,3,24,,,,813,,,,,,,,,,,,,,,,,,,,,
2019,3,25,900,2000,129,814,,,,,,,,,,,,,,,,,,,,,
2019,3,26,1000,2000,120,815,,,,,,,,,,,,,,,,,,,,,
2019,3,27,800,2000,110,816,,,,,,,,,,,,,,,,,,,,,
2019,3,28,900,2100,88,817,,,,,,,,,,,,,,,,,,,,,
2019,3,29,600,2000,34,818,,,,,,,,,,,,,,,,,,,,,
2019,3,30,550,1800,28,819,,,,,,,,,,,,,,,,,,,,,
2019,3,31,,,,820,,,,,,,,,,,,,,,,,,,,,
2019,4,1,1200,2200,390,821,,,,,,,,,,,,,,,,,,,,,
2019,4,2,1300,2200,400,822,,,,,,,,,,,,,,,,,,,,,
2019,4,3,1400,2300,237,823,,,,,,,,,,,,,,,,,,,,,
2019,4,4,1300,2300,254,824,,,,,,,,,,,,,,,,,,,,,
2019,4,5,1400,2300,260,825,,,,,,,,,,,,,,,,,,,,,
2019,4,6,1300,2300,237,826,,,,,,,,,,,,,,,,,,,,,
2019,4,7,,,,827,,,,,,,,,,,,,,,,,,,,,
2019,4,8,1400,2400,215,828,,,,,,,,,,,,,,,,,,,,,
2019,4,9,1300,2500,366,829,,,,,,,,,,,,,,,,,,,,,
2019,4,10,1400,2600,245,830,,,,,,,,,,,,,,,,,,,,,
2019,4,11,,,,831,,,,,,,,,,,,,,,,,,,,,
2019,4,12,1300,2700,417,832,,,,,,,,,,,,,,,,,,,,,
2019,4,13,1400,2700,486,833,,,,,,,,,,,,,,,,,,,,,
2019,4,14,,,,834,,,,,,,,,,,,,,,,,,,,,
2019,4,15,1500,2800,271,835,,,,,,,,,,,,,,,,,,,,,
2019,4,16,1400,2800,214,836,,,,,,,,,,,,,,,,,,,,,
2019,4,17,,,,837,,,,,,,,,,,,,,,,,,,,,
2019,4,18,1400,2800,411,838,,,,,,,,,,,,,,,,,,,,,
2019,4,19,,,,839,,,,,,,,,,,,,,,,,,,,,
2019,4,20,1300,2700,302,840,,,,,,,,,,,,,,,,,,,,,
2019,4,21,,,,841,,,,,,,,,,,,,,,,,,,,,
2019,4,22,1400,2800,310,842,,,,,,,,,,,,,,,,,,,,,
2019,4,23,1500,2700,211,843,,,,,,,,,,,,,,,,,,,,,
2019,4,24,1400,2800,235,844,,,,,,,,,,,,,,,,,,,,,
2019,4,25,1500,2800,264,845,,,,,,,,,,,,,,,,,,,,,
2019,4,26,1400,2800,280,846,,,,,,,,,,,,,,,,,,,,,
2019,4,27,1500,2900,297,847,,,,,,,,,,,,,,,,,,,,,
2019,4,28,,,,848,,,,,,,,,,,,,,,,,,,,,
2019,4,29,1400,3000,359,849,,,,,,,,,,,,,,,,,,,,,
2019,4,30,1500,3100,304,850,,,,,,,,,,,,,,,,,,,,,
2019,5,1,1400,3100,375,851,,,,,,,,,,,,,,,,,,,,,
2019,5,2,1300,3100,280,852,,,,,,,,,,,,,,,,,,,,,
2019,5,3,1500,3200,498,853,,,,,,,,,,,,,,,,,,,,,
2019,5,4,1600,3300,263,854,,,,,,,,,,,,,,,,,,,,,
2019,5,5,,,,855,,,,,,,,,,,,,,,,,,,,,
2019,5,6,1400,3300,232,856,,,,,,,,,,,,,,,,,,,,,
2019,5,7,1500,3300,239,857,,,,,,,,,,,,,,,,,,,,,
2019,5,8,1400,3300,287,858,,,,,,,,,,,,,,,,,,,,,
2019,5,9,1500,3400,320,859,,,,,,,,,,,,,,,,,,,,,
2019,5,10,1400,3400,337,860,,,,,,,,,,,,,,,,,,,,,
2019,5,11,1300,3300,446,861,,,,,,,,,,,,,,,,,,,,,
2019,5,12,,,,862,,,,,,,,,,,,,,,,,,,,,
2019,5,13,1400,3400,507,863,,,,,,,,,,,,,,,,,,,,,
2019,5,14,1300,3300,315,864,,,,,,,,,,,,,,,,,,,,,
2019,5,15,1400,3200,341,865,,,,,,,,,,,,,,,,,,,,,
2019,5,16,1200,3100,234,866,,,,,,,,,,,,,,,,,,,,,
2019,5,17,1300,3200,191,867,,,,,,,,,,,,,,,,,,,,,
2019,5,18,1400,3000,251,868,,,,,,,,,,,,,,,,,,,,,
2019,5,19,,,,869,,,,,,,,,,,,,,,,,,,,,
2019,5,20,1300,3100,272,870,,,,,,,,,,,,,,,,,,,,,
2019,5,21,1200,3200,457,871,,,,,,,,,,,,,,,,,,,,,
2019,5,22,1300,3000,215,872,,,,,,,,,,,,,,,,,,,,,
2019,5,23,1400,3100,200,873,,,,,,,,,,,,,,,,,,,,,
2019,5,24,1300,3100,251,874,,,,,,,,,,,,,,,,,,,,,
2019,5,25,1400,3200,244,875,,,,,,,,,,,,,,,,,,,,,
2019,5,26,,,,876,,,,,,,,,,,,,,,,,,,,,
2019,5,27,1300,3100,304,877,,,,,,,,,,,,,,,,,,,,,
2019,5,28,1400,3300,303,878,,,,,,,,,,,,,,,,,,,,,
2019,5,29,1300,3200,191,879,,,,,,,,,,,,,,,,,,,,,
2019,5,30,1400,3300,262,880,,,,,,,,,,,,,,,,,,,,,
